SL. NO.,ADDRESS,COUNTRY,STATE,CITY,TIMEZONE,ping_delay_time,last_router_delay,traceroute_steps,traceroute_time,total_delay,minimum_rtt,maximum_rtt,average_rtt,time_to_live,latitude,longitude
685,117.197.117.59,India,Bihar,Siwan,Asia/Calcutta,67.86,46.108,10.0,23.319,54.782,48.161,66.55,55.565,123.0,26.0034,84.3552
686,117.212.94.126,India,Rajasthan,Jaipur,Asia/Calcutta,99.874,9.29,10.0,43.544,53.835,50.535,64.198,58.709,124.0,26.7707,75.7429
687,117.202.68.236,India,Andhra Pradesh,Kadapa,Asia/Calcutta,105.502,45.245,6.0,55.55,72.716,67.427,79.295,72.068,121.0,14.481,78.8258
688,117.195.18.66,India,Maharashtra,Pune,Asia/Calcutta,77.258,31.497,4.0,23.077,52.918,48.231,65.432,55.035,72.0,17.8688,73.4061
689,117.239.243.230,India,Uttar Pradesh,Kanpur,Asia/Calcutta,96.828,39.397,8.0,66.058,74.224,71.169,82.714,75.791,119.0,26.4267,80.3243
690,117.222.162.176,India,Kerala,Kozhikode,Asia/Calcutta,89.479,11.7,7.0,44.791,54.297,47.044,62.393,53.564,64.0,11.4232,76.0138
691,117.202.183.246,India,Tamil Nadu,Salem,Asia/Calcutta,91.647,34.506,5.0,40.474,62.247,56.849,74.578,65.029,58.0,11.6609,78.1855
692,117.208.64.133,India,Haryana,Mumbai,Asia/Calcutta,83.019,18.981,8.0,66.789,62.932,55.216,72.007,64.099,71.0,19.1409,72.7024
693,117.208.140.30,India,Andhra Pradesh,Kurnool,Asia/Calcutta,74.271,32.867,7.0,29.699,55.229,49.746,62.467,56.827,63.0,15.8634,78.0334
694,117.207.179.100,India,Rajasthan,Alwar,Asia/Calcutta,87.228,8.156,8.0,43.035,49.532,46.144,64.217,54.878,63.0,27.5345,76.729
695,117.251.219.139,India,Odisha,Bhubaneswar,Asia/Calcutta,91.682,14.097,7.0,78.788,63.677,59.948,76.232,69.248,80.0,20.3751,85.8603
696,59.98.59.100,India,Tamil Nadu,Chennai,Asia/Calcutta,92.227,7.236,8.0,47.564,51.287,47.552,61.627,54.619,97.0,12.9041,80.325
697,117.211.58.28,India,Kerala,Kollam,Asia/Calcutta,98.98,43.946,9.0,34.726,64.108,60.646,74.764,69.429,96.0,8.8514,76.6883
698,117.206.34.129,India,Kerala,Kottayam,Asia/Calcutta,110.048,21.667,7.0,31.087,62.921,56.077,73.645,65.086,123.0,9.5649,76.41
699,117.217.99.38,India,Maharashtra,Pune,Asia/Calcutta,70.938,19.21,8.0,49.61,50.614,44.563,59.307,50.613,51.0,17.9421,73.1545
700,117.199.142.104,India,Odisha,Bhubaneswar,Asia/Calcutta,77.939,14.099,5.0,53.31,51.523,44.232,64.15,53.915,60.0,20.2989,85.8374
701,117.200.182.195,India,Tamil Nadu,Nagercoil,Asia/Calcutta,62.238,13.193,5.0,54.254,48.175,41.349,62.405,52.739,51.0,8.1812,77.4241
702,117.251.60.200,India,Kerala,Pathanamthitta,Asia/Calcutta,80.115,33.936,6.0,47.554,60.691,57.194,73.225,63.866,84.0,9.2659,76.5956
703,117.237.242.211,India,Odisha,Bhubaneswar,Asia/Calcutta,105.214,39.117,9.0,31.271,63.871,56.784,69.05,61.832,104.0,20.41,85.7158
704,59.88.15.122,India,Kerala,Alappuzha,Asia/Calcutta,101.15,31.465,6.0,56.092,71.89,67.972,83.615,74.631,69.0,9.5504,76.4458
705,117.233.43.31,India,Jharkhand,Ranchi,Asia/Calcutta,89.071,45.376,9.0,75.893,76.407,71.416,84.796,77.736,51.0,23.3704,85.3019
706,117.251.215.121,India,Bihar,Patna,Asia/Calcutta,70.28,31.071,6.0,45.244,55.671,48.788,65.147,57.536,62.0,25.5726,85.1746
707,117.214.115.165,India,Maharashtra,Pune,Asia/Calcutta,102.098,48.313,4.0,78.019,85.333,81.275,97.333,87.329,100.0,19.0586,73.0644
708,117.216.170.221,India,Karnataka,Mysore,Asia/Calcutta,102.059,5.407,8.0,43.309,57.961,52.696,66.481,58.03,58.0,12.2488,76.6242
709,117.213.46.86,India,Kerala,Palakkad,Asia/Calcutta,115.668,29.222,10.0,69.493,77.144,70.334,84.5,77.898,90.0,10.7351,76.7058
710,117.207.215.91,India,Punjab,Abohar,Asia/Calcutta,96.339,35.319,7.0,36.84,59.497,53.458,72.406,64.464,61.0,12.56,77.3851
711,117.247.116.69,India,Karnataka,Sringeri,Asia/Calcutta,108.056,37.328,7.0,59.489,75.112,69.03,80.48,72.824,71.0,13.397,75.2354
712,59.93.114.59,India,Andhra Pradesh,Vizianagaram,Asia/Calcutta,61.649,47.744,8.0,62.225,59.88,52.818,68.44,60.576,55.0,17.693,83.3958
713,117.196.182.221,India,Madhya Pradesh,Indore,Asia/Calcutta,101.511,22.526,5.0,49.123,60.025,53.184,68.293,61.747,127.0,22.6942,75.8149
714,59.91.151.115,India,Tamil Nadu,Chennai,Asia/Calcutta,68.259,28.277,4.0,57.834,59.544,51.724,70.69,62.514,81.0,12.9166,80.3585
715,117.233.107.193,India,Maharashtra,Nashik,Asia/Calcutta,95.635,12.4,10.0,65.598,63.585,57.622,73.023,63.986,52.0,19.9898,73.7916
716,117.203.182.234,India,Jharkhand,Jamshedpur,Asia/Calcutta,76.805,44.758,7.0,44.998,61.458,54.467,70.484,63.039,55.0,22.809,85.911
717,117.204.227.36,India,Mizoram,Aizawl,Asia/Calcutta,109.308,35.22,7.0,38.571,70.362,62.859,78.07,70.099,53.0,29.0821,96.832
718,117.212.98.120,India,Punjab,Kotkapura,Asia/Calcutta,91.279,31.683,8.0,50.642,62.065,58.086,74.821,65.31,84.0,30.8134,74.9375
719,117.211.142.152,India,Gujarat,Vadodara,Asia/Calcutta,77.008,48.74,5.0,20.401,51.441,46.159,56.92,49.98,97.0,22.307,73.163
720,117.254.60.219,India,Tamil Nadu,Chennai,Asia/Calcutta,101.159,17.516,9.0,32.98,57.36,53.406,63.11,57.76,97.0,13.1554,80.4014
721,117.247.190.2,India,Karnataka,Mangalore,Asia/Calcutta,60.364,28.265,6.0,68.917,58.51,51.579,65.893,59.879,83.0,18.009,96.9012
722,117.219.192.30,India,Tamil Nadu,Chennai,Asia/Calcutta,118.77,8.434,10.0,55.702,67.462,59.711,75.758,69.069,54.0,13.1476,80.5628
723,117.210.129.90,India,National Capital Territory of Delhi,Delhi,Asia/Calcutta,113.592,24.925,8.0,31.276,65.337,58.372,71.637,63.985,92.0,28.599,77.4348
724,117.241.75.76,India,Kerala,Kochi,Asia/Calcutta,89.737,5.529,7.0,73.209,65.09,58.275,71.28,64.513,67.0,9.4679,76.8236
725,117.247.16.155,India,Tamil Nadu,Chennai,Asia/Calcutta,115.135,14.606,10.0,26.168,59.73,52.788,70.475,61.994,106.0,12.8315,80.4005
726,117.222.144.244,India,Tamil Nadu,Vellore,Asia/Calcutta,65.38,15.216,10.0,68.772,57.951,50.621,71.332,60.032,69.0,12.9264,79.1193
727,117.248.43.81,India,Tamil Nadu,Villupuram,Asia/Calcutta,75.195,40.323,5.0,47.445,63.071,55.591,70.8,61.427,66.0,11.9085,79.428
728,59.93.48.9,India,Andhra Pradesh,Kadapa,Asia/Calcutta,117.939,17.032,6.0,46.538,64.607,58.505,69.802,63.074,105.0,14.441,78.8314
729,117.237.219.169,India,Maharashtra,Mumbai,Asia/Calcutta,107.424,39.566,8.0,37.888,64.553,60.926,73.632,65.758,117.0,18.8109,72.9828
730,117.217.209.161,India,Tamil Nadu,Srivilliputhur,Asia/Calcutta,79.17,22.797,10.0,63.786,61.272,53.276,67.223,60.889,117.0,22.1025,95.5226
731,117.229.80.84,India,Maharashtra,Nagpur,Asia/Calcutta,102.781,39.694,10.0,79.912,78.319,73.468,90.174,82.999,117.0,13.1236,77.3465
732,117.237.252.104,India,Bihar,- - -,Asia/Calcutta,60.402,33.069,8.0,22.945,45.319,40.825,52.172,47.475,80.0,19.5081,71.6286
733,117.200.219.239,India,Maharashtra,Pune,Asia/Calcutta,70.116,20.118,10.0,28.284,43.964,37.354,50.881,44.48,104.0,19.2314,74.1723
734,59.98.114.194,India,Tamil Nadu,Ahmednagar,Asia/Calcutta,113.216,33.521,7.0,62.954,76.862,69.505,87.677,80.193,96.0,19.0685,74.7179
735,59.94.148.49,India,Karnataka,Bengaluru,Asia/Calcutta,85.346,45.972,9.0,62.513,72.594,66.847,77.787,72.124,52.0,12.9613,77.6684
736,59.97.61.228,India,Maharashtra,Chennai,Asia/Calcutta,118.322,33.081,5.0,37.198,67.177,62.546,80.246,72.476,108.0,12.9588,80.3336
737,117.233.78.176,India,Madhya Pradesh,Bhopal,Asia/Calcutta,62.875,10.606,6.0,74.776,56.754,48.987,61.939,55.6,114.0,23.2495,77.4029
738,117.222.166.25,India,Kerala,Kozhikode,Asia/Calcutta,117.489,24.176,9.0,64.357,74.699,68.599,87.985,77.638,65.0,11.6308,75.6832
739,117.203.182.186,India,Jharkhand,Bokaro,Asia/Calcutta,64.34,18.906,7.0,47.433,52.015,44.202,64.716,55.96,124.0,13.0625,88.0639
740,117.207.183.178,India,Rajasthan,Alwar,Asia/Calcutta,82.286,15.887,6.0,56.169,54.007,47.027,60.545,52.784,72.0,27.6045,76.572
741,59.99.132.50,India,Kerala,Palakkad,Asia/Calcutta,117.193,5.336,10.0,65.021,68.819,65.487,79.664,73.911,80.0,10.6986,76.7477
742,117.210.198.144,India,Punjab,Ludhiana,Asia/Calcutta,90.076,47.276,6.0,71.399,73.225,65.683,79.893,70.799,73.0,30.9129,75.8888
743,117.237.219.5,India,Assam,Guwahati,Asia/Calcutta,67.838,31.358,5.0,44.977,54.733,48.152,59.838,52.647,102.0,26.1988,91.5944
744,117.247.128.49,India,Tripura,Agartala,Asia/Kolkata,118.735,32.679,4.0,65.524,79.709,75.512,94.63,85.013,105.0,23.8433,91.296
745,61.3.126.77,India,Kerala,Pathanamthitta,Asia/Kolkata,85.999,38.553,8.0,70.705,69.036,62.319,74.969,70.383,87.0,9.2675,76.6993
746,117.201.74.146,India,Uttar Pradesh,Mathura,Asia/Calcutta,98.522,30.937,7.0,46.327,62.181,55.906,76.205,66.922,73.0,27.1889,77.3774
747,117.234.191.182,India,National Capital Territory of Delhi,Delhi,Asia/Kolkata,83.931,34.588,4.0,26.578,55.427,48.826,67.558,58.07,60.0,28.7752,77.0978
748,117.217.99.12,India,Karnataka,Bijapur,Asia/Kolkata,117.978,45.235,9.0,21.509,66.347,58.432,72.101,67.006,52.0,8.6185,88.4135
749,59.93.46.73,India,Andhra Pradesh,Chennai,Asia/Calcutta,113.558,7.794,5.0,45.349,58.026,54.118,69.888,60.704,109.0,12.647,80.6638
750,117.209.249.143,India,Telangana,Hyderabad,Asia/Calcutta,67.023,39.084,4.0,29.091,47.559,42.052,56.478,50.396,61.0,17.7856,83.6095
751,117.211.78.11,India,Odisha,Bhubaneswar,Asia/Kolkata,71.717,24.87,6.0,23.633,44.595,40.515,51.873,45.546,89.0,20.4331,85.9037
752,117.237.219.255,India,- - -,- - -,Asia/Kolkata,74.638,40.55,4.0,33.482,54.56,50.389,68.012,57.752,115.0,28.5135,84.2519
753,117.237.219.229,India,- - -,- - -,Asia/Kolkata,63.411,44.263,6.0,72.994,64.78,59.31,74.183,67.537,109.0,31.1734,84.2004
754,59.97.18.161,India,Andhra Pradesh,Anantapur,Asia/Kolkata,93.861,11.444,6.0,72.203,68.945,63.51,79.409,72.87,112.0,18.8767,79.8616
755,117.192.226.218,India,Karnataka,Bengaluru,Asia/Kolkata,82.101,41.993,9.0,63.906,72.292,67.093,82.573,73.041,111.0,13.4604,77.5754
756,117.239.70.102,India,Kerala,Kottayam,Asia/Calcutta,114.759,23.319,8.0,60.162,70.771,65.615,82.631,75.959,103.0,9.5869,76.6447
757,2001:4490:4eb5:92:2cd8:795d:5054:c9ec,India,Tamil Nadu,Thanjavur,Asia/Calcutta,92.305,25.66,4.0,46.412,63.255,59.82,71.588,67.497,82.0,10.7942,79.1708
758,117.237.213.154,India,Meghalaya,Shillong,Asia/Calcutta,86.61,36.748,6.0,78.704,76.088,72.716,88.68,80.206,55.0,25.6374,91.7818
759,117.233.64.248,India,Madhya Pradesh,Bhopal,Asia/Calcutta,67.765,41.886,10.0,43.296,56.313,49.689,69.208,58.193,91.0,23.2518,77.4361
760,59.99.196.242,India,Karnataka,Shimoga,Asia/Calcutta,66.586,42.792,10.0,60.778,66.542,59.807,75.82,67.485,91.0,15.4319,93.9612
761,117.237.219.36,India,Meghalaya,Shillong,Asia/Calcutta,116.409,26.277,9.0,45.409,66.229,61.094,80.667,70.706,53.0,25.6926,91.9989
762,117.196.222.174,India,Madhya Pradesh,Indore,Asia/Kolkata,102.174,34.627,5.0,35.077,66.97,59.335,80.771,68.646,71.0,22.6742,75.9149
763,59.98.145.17,India,Uttar Pradesh,Varanasi,Asia/Calcutta,113.84,36.424,4.0,49.911,72.644,66.143,85.752,77.762,54.0,25.3561,82.9795
764,117.237.219.24,India,Meghalaya,Shillong,Asia/Calcutta,94.239,10.948,5.0,43.3,51.916,46.073,64.176,53.276,80.0,25.4452,91.849
765,117.201.230.153,India,Maharashtra,Nagpur,Asia/Calcutta,102.706,43.58,8.0,32.237,68.11,60.159,78.537,69.467,59.0,32.1911,85.8083
766,117.194.252.132,India,Tripura,Contai,Asia/Calcutta,79.884,33.332,5.0,73.567,66.779,61.564,81.309,70.867,122.0,25.7529,74.8573
767,117.237.219.246,India,- - -,- - -,Asia/Kolkata,117.072,12.768,9.0,54.255,69.887,65.687,84.599,74.607,65.0,12.1172,86.9899
768,59.96.38.17,India,Kerala,Kochi,Asia/Calcutta,111.535,31.822,10.0,59.062,72.165,68.438,82.144,75.863,69.0,10.3646,76.247
769,59.95.175.32,India,Tamil Nadu,Chennai,Asia/Calcutta,108.023,41.671,7.0,79.744,85.973,79.646,92.5,85.537,108.0,13.512,80.3865
770,117.242.200.155,India,Kerala,Thiruvananthapuram,Asia/Calcutta,108.239,13.71,9.0,38.003,60.797,55.533,71.601,64.889,105.0,8.491,77.0951
771,117.237.219.63,India,- - -,- - -,Asia/Kolkata,113.265,34.884,5.0,64.336,80.106,74.403,85.773,79.728,102.0,13.899,75.9629
772,117.225.110.116,India,Uttar Pradesh,Lucknow,Asia/Kolkata,70.027,39.629,9.0,21.643,53.393,46.723,66.996,56.941,110.0,26.8849,80.8073
773,117.237.219.253,India,Meghalaya,Shillong,Asia/Calcutta,104.439,38.51,10.0,34.619,61.787,58.605,74.801,67.744,94.0,25.7309,91.7896
774,117.199.194.34,India,Odisha,Sambalpur,Asia/Calcutta,103.725,33.486,7.0,21.612,56.724,52.838,66.321,60.512,94.0,21.4741,83.9626
775,61.0.216.101,India,Uttarakhand,Pune,Asia/Calcutta,65.969,43.982,4.0,71.774,70.436,66.069,81.353,72.462,86.0,17.9438,73.6813
776,117.237.219.43,India,- - -,- - -,Asia/Kolkata,73.091,7.204,4.0,45.285,45.106,41.039,56.928,50.713,91.0,27.5696,76.1731
777,117.233.91.49,India,Madhya Pradesh,Bhopal,Asia/Calcutta,104.738,38.992,9.0,55.321,72.468,67.883,87.058,79.393,97.0,23.2729,77.3755
778,117.222.243.72,India,Punjab,Sangrur,Asia/Kolkata,117.047,48.041,8.0,71.551,85.518,80.147,94.514,87.054,66.0,30.2339,75.8385
779,117.234.39.221,India,National Capital Territory of Delhi,Delhi,Asia/Kolkata,102.463,26.736,4.0,66.31,72.256,69.2,83.449,77.622,120.0,28.5941,77.0055
780,117.219.218.18,India,Andhra Pradesh,Anantapur,Asia/Calcutta,107.364,40.615,10.0,60.943,78.87,75.468,83.873,79.961,85.0,17.5994,77.624
781,117.219.218.12,India,Tamil Nadu,Coimbatore,Asia/Kolkata,70.628,23.774,6.0,46.798,51.359,43.676,65.017,54.73,105.0,11.0625,76.8728
782,117.219.218.44,India,Telangana,Hyderabad,Asia/Calcutta,90.071,42.8,10.0,63.519,75.044,67.828,83.897,74.015,65.0,19.3565,77.1472
783,117.219.218.70,India,Tamil Nadu,Coimbatore,Asia/Kolkata,72.824,26.497,10.0,49.808,51.83,46.646,64.413,53.886,107.0,11.0823,76.9768
784,117.219.218.76,India,Telangana,Hyderabad,Asia/Calcutta,60.107,23.134,8.0,25.995,41.112,35.492,55.537,44.356,50.0,15.0952,83.6332
785,117.213.122.209,India,Union Territory of Puducherry,Puducherry,Asia/Kolkata,116.839,30.826,10.0,44.012,71.771,68.742,79.777,75.575,89.0,11.885,79.7383
786,117.221.21.2,India,Telangana,Hyderabad,Asia/Calcutta,105.249,16.794,9.0,47.087,64.124,56.161,76.657,68.038,69.0,32.6558,78.738
787,117.222.231.103,India,Haryana,Ambala,Asia/Calcutta,99.013,35.374,8.0,74.313,79.052,74.325,87.186,79.503,109.0,30.4317,76.6926
788,117.239.70.22,India,Tamil Nadu,Madurai,Asia/Kolkata,96.404,25.463,4.0,75.111,75.229,69.453,83.441,77.642,77.0,9.893,78.1004
789,117.204.168.115,India,Maharashtra,Mumbai,Asia/Calcutta,85.352,48.505,9.0,59.827,70.152,66.573,79.656,74.474,64.0,19.1696,73.2206
790,59.98.17.155,India,Jharkhand,Jamshedpur,Asia/Calcutta,63.382,15.669,8.0,72.891,56.181,50.679,63.698,58.655,56.0,23.0726,86.0738
791,117.214.73.15,India,Bihar,Patna,Asia/Kolkata,65.037,20.095,4.0,26.252,46.981,40.969,54.553,47.717,81.0,25.4957,85.073
792,117.194.114.28,India,West Bengal,Kolkata,Asia/Calcutta,67.952,37.028,8.0,38.057,51.871,46.117,66.141,56.796,99.0,22.7488,87.9854
793,117.217.170.248,India,Kerala,Kochi,Asia/Calcutta,63.859,39.401,9.0,59.375,63.462,55.472,70.224,62.575,109.0,9.8267,75.7873
794,117.236.145.144,India,Maharashtra,Mumbai,Asia/Calcutta,78.75,48.093,9.0,36.994,64.591,58.224,70.542,64.985,123.0,19.0441,72.672
795,117.216.45.2,India,Kerala,Kochi,Asia/Kolkata,115.979,32.116,9.0,79.563,83.265,80.183,89.906,86.068,126.0,9.7398,75.6342
796,117.202.125.132,India,Kerala,Kochi,Asia/Calcutta,84.864,35.29,7.0,55.202,63.645,58.914,76.639,67.445,60.0,9.4964,76.9463
797,117.237.226.198,India,Odisha,- - -,Asia/Calcutta,111.923,37.652,4.0,76.384,78.894,75.185,83.927,79.074,86.0,9.1566,91.0159
798,117.217.99.112,India,Karnataka,Bijapur,Asia/Kolkata,100.524,43.074,8.0,59.479,77.349,71.023,90.357,81.691,99.0,34.7302,94.4551
799,117.208.178.177,India,Haryana,Ambala,Asia/Calcutta,105.314,11.648,9.0,24.536,51.704,44.073,58.041,49.338,96.0,30.2936,76.7284
800,117.249.53.221,India,- - -,- - -,Asia/Calcutta,96.383,30.516,5.0,38.207,64.705,61.378,73.92,67.845,81.0,27.5617,76.6276
801,59.99.110.18,India,Kerala,Kannur,Asia/Calcutta,63.309,17.667,8.0,24.747,44.681,36.822,57.369,45.355,105.0,11.7971,75.4784
802,117.247.202.50,India,Tamil Nadu,Chennai,Asia/Kolkata,112.761,22.986,5.0,53.665,68.281,61.363,74.409,66.019,122.0,12.6475,80.4232
803,103.236.156.156,India,- - -,- - -,Asia/Kolkata,117.305,39.896,9.0,32.262,69.39,65.628,74.431,69.712,83.0,12.3467,84.8822
804,117.210.157.246,India,Jammu and Kashmir,Srinagar,Asia/Kolkata,86.062,41.625,7.0,49.265,61.951,58.444,73.472,67.211,91.0,9.9416,96.8623
805,117.207.238.75,India,Kerala,Kottayam,Asia/Calcutta,112.366,27.59,4.0,55.438,69.559,62.016,80.055,70.781,109.0,9.4434,76.5438
806,59.88.212.53,India,Andhra Pradesh,Visakhapatnam,Asia/Calcutta,66.669,15.785,10.0,52.424,51.998,48.543,63.581,55.422,63.0,17.7628,83.2751
807,61.2.34.84,India,Tamil Nadu,Nagercoil,Asia/Kolkata,61.609,28.721,6.0,57.532,56.036,49.348,64.972,56.635,122.0,8.2139,77.4711
808,117.217.99.111,India,Maharashtra,Pune,Asia/Calcutta,74.148,37.631,5.0,42.907,59.275,54.406,67.87,62.979,56.0,18.2792,74.1823
809,117.235.25.169,India,Haryana,Kaithal,Asia/Calcutta,108.873,23.478,9.0,73.675,71.914,67.631,78.213,73.273,113.0,29.8064,76.3926
810,117.237.203.177,India,Assam,Tezpur,Asia/Calcutta,83.78,24.471,10.0,45.862,59.455,54.398,65.517,61.423,50.0,26.2075,84.8746
811,117.217.99.51,India,Maharashtra,Pune,Asia/Kolkata,88.899,23.657,5.0,64.871,67.114,61.666,80.076,68.923,57.0,19.2697,74.5247
812,117.233.110.46,India,Maharashtra,Mumbai,Asia/Calcutta,98.683,8.14,7.0,57.432,60.141,52.298,66.066,58.928,70.0,19.2627,72.7168
813,117.200.31.41,India,Andhra Pradesh,Rajahmundry,Asia/Calcutta,76.045,35.673,4.0,62.629,60.633,56.691,72.614,65.196,61.0,16.9677,81.7784
814,59.97.61.136,India,Tamil Nadu,Chennai,Asia/Calcutta,77.969,10.937,8.0,27.897,40.958,34.774,46.854,42.18,63.0,13.1364,80.6741
815,117.230.151.150,India,Kerala,Thiruvananthapuram,Asia/Calcutta,85.453,6.528,6.0,55.562,51.794,48.283,59.333,54.811,81.0,8.6579,76.9661
816,117.237.219.91,India,- - -,- - -,Asia/Calcutta,83.867,25.85,7.0,38.243,57.27,50.597,66.772,57.722,123.0,34.0904,69.6803
817,59.97.130.86,India,West Bengal,Nabadwip,Asia/Calcutta,87.914,8.265,6.0,62.064,58.156,54.305,72.534,63.196,116.0,10.5778,69.074
818,117.194.209.2,India,Assam,Guwahati,Asia/Calcutta,93.196,36.007,4.0,69.31,72.356,69.139,84.186,76.543,60.0,26.2822,91.9091
819,59.94.23.189,India,West Bengal,Kolkata,Asia/Kolkata,69.922,20.681,8.0,20.33,39.92,35.241,47.404,42.99,54.0,23.0278,88.0155
820,117.242.209.247,India,Tamil Nadu,Kozhikode,Asia/Calcutta,85.145,41.378,6.0,56.875,70.544,63.317,80.097,72.074,73.0,10.9945,75.6389
821,117.211.151.90,India,Chhattisgarh,Durg,Asia/Calcutta,70.459,49.411,4.0,50.673,59.807,51.977,73.688,61.944,106.0,21.2257,81.3015
822,117.239.70.69,India,Kerala,Kochi,Asia/Calcutta,103.761,15.603,9.0,61.688,63.699,59.84,78.662,68.033,87.0,9.3156,76.6332
823,117.239.70.21,India,Tamil Nadu,Madurai,Asia/Kolkata,65.439,18.024,8.0,36.361,48.665,41.557,60.052,51.323,61.0,10.0081,78.1433
824,117.197.182.22,India,Tamil Nadu,Chennai,Asia/Kolkata,90.328,9.406,7.0,42.869,54.924,51.123,68.896,61.474,75.0,13.6152,80.6219
825,59.97.118.56,India,Tamil Nadu,Karaikudi,Asia/Calcutta,87.983,13.057,6.0,75.043,68.531,61.026,76.635,69.872,50.0,29.0497,82.7122
826,117.240.13.200,India,- - -,- - -,Asia/Kolkata,97.888,22.321,6.0,72.236,73.231,65.965,84.981,73.567,90.0,28.7082,88.3815
827,117.230.165.185,India,Karnataka,Bengaluru,Asia/Kolkata,79.279,49.971,9.0,38.593,58.394,52.749,68.857,59.245,78.0,13.6319,78.1699
828,59.93.19.20,India,Kerala,Palakkad,Asia/Calcutta,83.407,22.625,10.0,74.159,69.46,63.518,78.281,69.971,81.0,10.8225,76.5512
829,117.196.67.226,India,Tamil Nadu,Kolhapur,Asia/Calcutta,71.52,29.135,8.0,67.31,59.43,52.978,70.912,60.444,111.0,16.7,74.2647
830,117.222.182.182,India,Kerala,Kozhikode,Asia/Calcutta,96.881,37.401,9.0,75.479,77.356,70.083,88.917,78.207,122.0,11.3662,76.0443
831,59.97.87.74,India,Rajasthan,Jaipur,Asia/Calcutta,81.735,5.241,7.0,25.276,43.553,37.896,49.96,43.346,123.0,26.5507,75.5098
832,59.97.85.117,India,Rajasthan,Jaipur,Asia/Calcutta,82.126,35.152,9.0,22.724,55.576,52.124,61.93,56.703,58.0,26.6329,75.8655
833,117.204.139.148,India,Kerala,Kochi,Asia/Calcutta,90.054,16.216,6.0,74.99,67.823,63.674,74.19,69.919,59.0,9.7526,75.6954
834,117.205.245.35,India,West Bengal,Kolkata,Asia/Calcutta,97.559,17.276,8.0,76.795,66.255,60.355,79.073,70.144,52.0,22.297,88.5451
835,59.96.103.175,India,Goa,- - -,Asia/Calcutta,68.482,24.936,4.0,48.093,53.697,50.164,60.874,57.26,81.0,13.3234,81.7962
836,117.233.116.197,India,Madhya Pradesh,Bhopal,Asia/Calcutta,63.454,16.907,8.0,68.392,53.62,49.898,67.383,60.208,101.0,23.2805,77.4023
837,59.98.116.91,India,Maharashtra,Ahmednagar,Asia/Calcutta,102.233,23.042,4.0,72.275,69.453,62.602,80.564,71.985,72.0,19.0528,74.7151
838,59.96.145.162,India,Telangana,Hyderabad,Asia/Calcutta,67.162,49.331,5.0,61.121,62.879,54.936,68.399,61.519,102.0,30.9247,93.5152
839,59.98.252.128,India,Rajasthan,Jodhpur,Asia/Calcutta,96.768,40.205,5.0,70.549,76.972,73.315,91.073,83.933,114.0,26.2207,73.0158
840,61.3.199.227,India,Tamil Nadu,Coimbatore,Asia/Calcutta,108.18,30.462,8.0,44.224,68.749,63.333,81.908,72.423,86.0,11.1512,77.0382
841,117.204.243.207,India,Maharashtra,Hinganghat,Asia/Calcutta,112.568,21.085,10.0,51.945,67.629,59.748,74.14,65.394,109.0,20.5215,78.6185
842,117.197.118.31,India,West Bengal,Kolkata,Asia/Calcutta,99.568,8.248,4.0,61.634,62.341,54.589,75.406,65.861,76.0,22.2526,88.0565
843,59.97.21.107,India,Karnataka,Bengaluru,Asia/Kolkata,111.502,48.027,6.0,55.872,73.835,68.014,79.7,73.603,121.0,12.3106,78.1673
844,117.205.102.31,India,Uttar Pradesh,Lucknow,Asia/Calcutta,99.093,6.321,4.0,54.3,60.815,53.205,70.877,61.921,58.0,26.6698,80.8554
845,117.248.149.219,India,Andaman and Nicobar,Port Blair,Asia/Kolkata,60.098,26.526,4.0,46.99,51.859,46.445,60.699,52.626,105.0,11.6567,92.7451
846,59.91.20.121,India,Karnataka,Hospet,Asia/Kolkata,116.72,6.978,5.0,33.034,56.489,53.241,65.835,58.424,60.0,20.3783,73.2388
847,117.201.91.230,India,Uttarakhand,Haridwar,Asia/Calcutta,69.834,48.935,9.0,50.833,64.901,56.983,74.29,65.905,84.0,29.9424,78.1697
848,117.230.54.118,India,Kerala,- - -,Asia/Kolkata,85.808,14.844,10.0,30.604,46.202,40.624,59.205,51.443,116.0,31.9332,72.674
849,117.206.72.139,India,Kerala,Alappuzha,Asia/Calcutta,80.956,26.649,9.0,67.425,67.472,59.974,75.282,66.582,61.0,9.6362,76.2844
850,117.204.127.187,India,Kerala,Thrissur,Asia/Kolkata,67.319,26.33,7.0,48.121,54.787,49.161,63.536,58.252,94.0,10.4939,76.203
851,59.98.196.112,India,Tamil Nadu,Dharmapuri,Asia/Calcutta,77.453,35.976,5.0,79.659,67.401,62.816,80.824,73.068,99.0,11.7342,77.4845
852,117.239.70.3,India,Tamil Nadu,Madurai,Asia/Kolkata,66.587,16.584,10.0,27.012,46.192,42.126,51.41,46.318,103.0,10.0343,78.1348
853,59.92.248.235,India,Karnataka,Bidar,Asia/Kolkata,109.084,13.963,4.0,52.147,61.643,58.257,70.866,66.231,62.0,9.1462,68.2468
854,117.249.254.159,India,Telangana,Hyderabad,Asia/Calcutta,87.493,46.018,5.0,46.674,69.698,62.111,77.854,69.412,127.0,21.6073,68.9699
855,117.197.182.39,India,Tamil Nadu,Chennai,Asia/Kolkata,119.868,37.567,7.0,50.819,73.663,67.832,80.201,72.382,54.0,13.5001,80.4257
856,117.197.182.65,India,Tamil Nadu,Chennai,Asia/Kolkata,96.312,30.602,10.0,61.823,65.053,61.999,73.645,68.462,57.0,13.6591,80.2956
